When did it happen,Year,City or County,State,State Abbrv,Address,Total Fatalities,Total Injured,Comment,Venue,Related to School?
17-Sep-06,2006,Pittsburgh,Pennsylvania,PA,"Pittsburgh, Pennsylvania",0,5,Two 18-year old men shot at five Duquesne University basketball players after a school dance. Several players said the shooter was a non-student unhappy that the woman he accompanied to the dance had talked with a player. The shooter and at least one other man followed the players when they left the dance to walk to their dormitory. Both man were later identified and arrested.,School/College/Uni,Yes
2-Oct-06,2006,Lancaster,Pennsylvania,PA,"Nickel Mines, Lancaster, Pennsylvania",6,5,"A 32-year old men killed five schoolgirls and seriously wounded five others in West Nickel Amish School in Nickel Mines, Pennsylvania before taking his own life. Before the shooting, the gunman separated the students by gender and age, letting go males and adults before locking the school. He ended up committing suicide before police broke into the school.",School/College/Uni,Yes
2-Oct-06,2006,Lancaster County,Pennsylvania,PA,"Lancaster County, Pennsylvania",6,5,"Mass shooting in Lancaster County (PA), 2006. Charles Carl Roberts, 32, shot 10 young girls in a one-room schoolhouse in Bart Township, killing 5, before taking his own life. 6 people died.",School/College/Uni,Yes
12-Feb-07,2007,Salt Lake City,Utah,UT,"Salt Lake City, Utah",6,4,"Mass shooting in Salt Lake City (UT), 2007. Sulejman Talović, 18, rampaged through the shopping center until he was shot dead by police. 6 people died.",N/A,No
10-Apr-07,2007,Gresham,Oregon,OR,"Gresham, Oregon",0,10,"A 15-year-old student of Springwater Trail High School in Gresham, Oregon arrived to his school and began shooting at his classmates. He wounded ten and killed none before being arrested.",School/College/Uni,Yes
16-Apr-07,2007,Blacksburg,Virginia,VA,"Blacksburg, Virginia",33,17,"A 23-year-old mentally ill student of Virginia Tech in Blacksburg, Virginia arrived on campus and began methodically shooting at students and faculty in classrooms and hallways. He killed five faculty members and twenty seven students before shooting himself in the head.",School/College/Uni,Yes
7-Oct-07,2007,Crandon,Wisconsin,WI,"Crandon, Wisconsin",7,1,A 20-year-old off-duty sheriff's deputy at a homecoming after party opened fire on houseguests possibly after a dispute with his girlfriend. He killed six and wounded another before fleeing the scene and committing suicide.,Residential home/Neighborhood,No
11-Oct-07,2007,Cleveland,Ohio,OH,"Cleveland, Ohio",1,4,"A 14-year-old student of SuccessTech Academy in Cleveland, Ohio arrived at school two days after he had been suspended for getting into a fist-fight with another student. He then began shooting at students and teachers, injuring four during the incident and committing suicide.",School/College/Uni,Yes
25-Oct-07,2007,Saginaw,Michigan,MI,"Saginaw, Michigan",0,4,"A 15-year-old student arrived at a football game at South Middle School in Saginaw, Michigan looking for his brother. He then ran into other students with which he had an ongoing confrontation and began shooting, wounding four before fleeing the scene. He was later arrested and charged with assault with intent to murder",School/College/Uni,Yes
5-Dec-07,2007,Omaha,Nebraska,NE,"Omaha, Nebraska",9,4,"Mass shooting in Omaha (NE), 2007. Robert A. Hawkins, 19, opened fire inside Westroads Mall before committing suicide. 9 people died.",N/A,No
9-Dec-07,2007,Arvada,Colorado,CO,"Arvada, Colorado",5,5,"A 24-year-old failed missionary entered the Youth With A Mission training center in Arvada, Colorado and began shooting, killing two and wounding two others. He then went to the New Life Church, shooting and killing two more and wounding three others. A former police officer in the congregation opened fire on the shooter, wounding him before he decided to take his own life.",Place of worship,No
11-Dec-07,2007,Las Vegas,Nevada,NV,"Las Vegas, Nevada",0,6,"An 18-year-old high school drop out of Mojave High School in Las Vegas, Nevada arrived at a school bus stop where he planned an encounter with a student who had bumped into him the day before. He then began shooting at the student and others, wounding six before fleeing the scene. The shooter was arrested in Denver, CO after the police received a tip that he was on a bus to Chicago.",Street/Highway,Yes
24-Dec-07,2007,Carnation,Washington,WA,"Carnation, Washington",6,0,"An unemployed woman and her boyfriend, both aged 29, shot the woman's father in regards to a financial dispute in his home in Carnation, Washington. The couple then shot the woman's mother before her brother, his wife and children arrived, upon which the couple shot and killed all four. They were later arrested in the home.",Residential home/Neighborhood,No
7-Feb-08,2008,Kirkwood,Missouri,MO,"Kirkwood, Missouri",6,2,"Mass shooting in Kirkwood (MO), 2008. Charles ""Cookie"" Lee Thornton, 52, went on a rampage at the city hall before being shot and killed by police. 6 people died.",N/A,No
14-Feb-08,2008,DeKalb,Illinois,IL,"DeKalb, Illinois",6,17,"A 27-year old former student of the Northern Illinois University in Dekalb, Illinois forcefully entered an oceanography lecture hall and began shooting at students and the professor. The shooter killed five and wounded seventeen before committing suicide. The shooter was said to have been taking medication for anxiety, depression and insomnia but had stopped the medication shortly before the incident.",School/College/Uni,Yes
25-Jun-08,2008,Henderson,Kentucky,KY,"Henderson, Kentucky",7,1,"A 25-year-old factory worker at Atlantis Plastics in Henderson, Kentucky had been reprimanded by a supervisor and escorted out of his workplace. He returned with a gun and began shooting, killing his supervisor, five employees and wounded a sixth before committing suicide.",Workplace,No
24-Jul-08,2008,Phoenix,Arizona,AZ,"Phoenix, Arizona",0,3,"A 24-year-old man arrived at the South Mountain Community College in Phoenix, Arizona. He began shooting at two men who had hospitalized him seven months prior and a third was wounded in the incident before the shooter was arrested. No fatalities resulted from the shooting.",School/College/Uni,Yes
26-Oct-08,2008,Conway,Arkansas,AR,"Conway, Arkansas",0,1,"Four men between the ages of 19 and 20 arrived at a dormitory at the University of Central Arkansas in Conway, Arkansas and began shooting. The shooters killed two students and wounded a visitor before being arrested.",School/College/Uni,Yes
24-Dec-08,2008,Covina,California,CA,"Covina, California",10,2,"A 45-year-old man entered his brother's residence in Covina, California while dressed in a Santa Claus costume. He then opened fire on his family and ex-wife, killing several before setting the house ablaze. He committed suicide with a gunshot wound to the head. Nine victims died in the incident and two of the wounded escaped the fire.",Residential home/Neighborhood,No
10-Mar-09,2009,Geneva,Alabama,AL,"Geneva, Alabama",11,6,"A 28-year-old grocery worker in Geneva County, Alabama went to his mother's home to kill her and her three dogs before setting the house on fire. He then went to his uncle's house, killing him, two of his cousins, two neighbors and wounded an aunt and an infant neighbor. He then went next-door and killed his grandmother before fleeing the scene. He killed three passers by and shot at anyone trying to flee or stop him. In total, ten were killed and six were wounded. He committed suicide as police attempted to detain him.",Residential home/Neighborhood,No
29-Mar-09,2009,Carthage,North Carolina,NC,"Carthage, North Carolina",8,2,"A 45-year old man opened fire at the Pinelake Health and Rehab nursing home in Carthage, North Carolina, where his estranged wife worked. The shooter killed eight people and wounded another two before being shot and arrested by a police officer. His ex-wife, the apparent main target, survived the shooting unharmed by hiding in the Alzheimer ward of the building, which was secured by passcode-protected doors.",Medical/Care,No
29-Mar-09,2009,Santa Clara,California,CA,"Santa Clara, California",6,1,"A 42-year-old web analytics technician for Yahoo! in Santa Clara, California began shooting in his home. He killed his two children, his brother-in-law, sister-in-law, and their infant daughter before committing suicide. He was found to have a growing brain tumor during the autopsy.",Residential home/Neighborhood,No
3-Apr-09,2009,Binghamton,New York,NY,"Binghamton, New York",14,4,"Mass shooting in Binghamton (NY), 2009. Jiverly Wong, 41, opened fire at an American Civic Association center for immigrants before committing suicide. 14 people died.",N/A,No
5-Nov-09,2009,Fort Hood,Texas,TX,"Fort Hood, Texas",13,32,"A 39-year old U.S. Army psychiatrist fatally shot thirteen people and injured thirty-two at Fort Hood Army Base located in Killeen, Texas. He was shot and wounded by another soldier and arrested as he fell unconscious.",Military facility,No
29-Nov-09,2009,Lakewood,Washington,WA,"Lakewood, Washington",5,0,"A 37-year old convicted felon who was out on bail, entered a coffee shop in Lakewood, Washington. The gunman shot and killed four off-duty police officers who had gone there to use their laptops before their shifts. After a two-day manhunt, the gunman was shot and killed by a police officer in south Seattle.",Restaurant/Café,No
29-Nov-09,2009,Parkland,Washington,WA,"Parkland, Washington",4,1,"Mass shooting in Parkland (WA), 2009. Maurice Clemmons, 37, a felon who was out on bail for child-rape charges, entered a coffee shop on a Sunday morning and shot four police officers who had gone there to use their laptops before their shifts. Clemmons, who was wounded fleeing the scene, was later shot dead by a police officer in Seattle after a two-day manhunt. 4 people died.",N/A,No
12-Feb-10,2010,Huntsville,Alabama,AL,"Huntsville, Alabama",0,3,"A 44-year old professor went to a faculty meeting at the University of Alabama in Huntsville. She sat quietly at the meeting for 30 or 40 minutes before pulling out a gun, killing three of her coworkers and injuring three others. She was later arrested outside the building.",School/College/Uni,Yes
